LocationLatitude,LocationLongitude,class
33.7796545110447,-84.40422607259809,0
33.7712915716627,-84.3913324013709,0
33.7755588705121,-84.388811205367,0
33.7712915716627,-84.3913324013709,0
33.7755588705121,-84.388811205367,0
33.7794998804019,-84.40233694088559,0
33.773015851745,-84.3991790878087,-1
33.7826725040838,-84.39165541700491,-1
33.774859,-84.406442,-1
33.7773969891614,-84.4023830181132,0
33.7763985841177,-84.388799243222,0
33.7758824189085,-84.3942910786335,0
33.7773819172964,-84.4023865472348,0
33.7758824189085,-84.3942910786335,0
33.7755557507418,-84.3941798220796,0
33.775519454272,-84.3941674602909,0
33.7712915716627,-84.3913324013709,0
33.7763985841177,-84.388799243222,0
33.777638813028695,-84.3957495982593,0
33.7786759631914,-84.40425788828921,0
33.776593185714304,-84.3873057983307,0
33.786671999999996,-84.38852800000001,-1
33.7712915716627,-84.3913324013709,0
33.77839059972,-84.39997108624621,-1
33.7805680773047,-84.4033225242814,0
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.781501705109704,-84.395021141723,1
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.7755557507418,-84.3941798220796,0
33.7712915716627,-84.3913324013709,0
33.7781678194185,-84.3930843901124,-1
33.7712915716627,-84.3913324013709,0
33.776856,-84.38959399999999,0
33.7794998804019,-84.40233694088559,0
33.777496,-84.39051500000001,0
33.781562511733306,-84.40904718983849,-1
33.781562511733306,-84.40904718983849,-1
33.7712915716627,-84.3913324013709,0
33.7796545110447,-84.40422607259809,0
33.7804338705302,-84.39991847350692,-1
33.7754010382595,-84.3846020211329,-1
33.7794998804019,-84.40233694088559,0
33.781511039305,-84.3935698977523,1
33.771171,-84.38884300000001,-1
33.777572768110396,-84.4023182046489,0
33.7711712182583,-84.3888425267095,-1
33.776923549637,-84.3933272743318,-1
33.7754010382595,-84.3846020211329,-1
33.7805091718902,-84.398642713145,2
33.781501705109704,-84.395021141723,1
33.7772624904425,-84.40386736915849,0
33.7758824189085,-84.3942910786335,0
33.7796500627971,-84.4034216289665,0
33.7754010382595,-84.3846020211329,-1
33.778155071301605,-84.3924332318726,-1
33.776593185714304,-84.3873057983307,0
33.777638813028695,-84.3957495982593,0
33.775708334636896,-84.3978051156662,0
33.7794998804019,-84.40233694088559,0
33.7775220261315,-84.4023394368996,0
33.7815181424414,-84.4011075525511,-1
33.77839059972,-84.39997108624621,-1
33.7786759631914,-84.40425788828921,0
33.776593185714304,-84.3873057983307,0
33.7774923925343,-84.40422429088291,0
33.7812639397664,-84.3935733993705,1
33.7768439093347,-84.388907415106,0
33.7796545110447,-84.40422607259809,0
33.781511039305,-84.3935698977523,1
33.7794998804019,-84.40233694088559,0
33.7757242947332,-84.3928556950023,0
33.7789337787049,-84.4061169086705,0
33.781511039305,-84.3935698977523,1
33.7864328577611,-84.3950686107845,-1
33.7844973541916,-84.400742479257,-1
33.7794998804019,-84.40233694088559,0
33.7801446468745,-84.39774135780729,2
33.776593185714304,-84.3873057983307,0
33.7768439093347,-84.388907415106,0
33.7768439093347,-84.388907415106,0
33.7712915716627,-84.3913324013709,0
33.7773969891614,-84.4023830181132,0
33.781511039305,-84.3935698977523,1
33.7754010382595,-84.3846020211329,-1
33.7794998804019,-84.40233694088559,0
33.7815296245481,-84.40316006458991,-1
33.7768439093347,-84.388907415106,0
33.7805680773047,-84.4033225242814,0
33.7768439093347,-84.388907415106,0
33.7768439093347,-84.388907415106,0
33.7768439093347,-84.388907415106,0
33.771171,-84.38884300000001,-1
33.776593185714304,-84.3873057983307,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.779796139076296,-84.40261024356441,0
33.7805680773047,-84.4033225242814,0
33.7753300886074,-84.3923074493153,0
33.781501705109704,-84.395021141723,1
33.775878854405306,-84.3933010517156,0
33.778954999999996,-84.388766,-1
33.7712915716627,-84.3913324013709,0
33.7758824189085,-84.3942910786335,0
33.7794998804019,-84.40233694088559,0
33.7793851430662,-84.3977675378428,2
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.77839059972,-84.39997108624621,-1
33.777638813028695,-84.3957495982593,0
33.7764253100066,-84.397800777334,0
33.7755588705121,-84.388811205367,0
33.7781493219335,-84.3921396187592,3
33.776352551726696,-84.39779725891441,0
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.775519454272,-84.3941674602909,0
33.7786759631914,-84.40425788828921,0
33.7726891680648,-84.3952014118882,4
33.7754010382595,-84.3846020211329,-1
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.777412061026304,-84.4023794889936,0
33.7768439093347,-84.388907415106,0
33.771757445521494,-84.4009694865889,-1
33.7712915716627,-84.3913324013709,0
33.7789337787049,-84.4061169086705,0
33.7801446468745,-84.39774135780729,2
33.7773819172964,-84.4023865472348,0
33.786218,-84.404965,-1
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.781501705109704,-84.395021141723,1
33.7864328577611,-84.3950686107845,-1
33.7762775583343,-84.39027856221242,0
33.7805680773047,-84.4033225242814,0
33.7796545110447,-84.40422607259809,0
33.7786759631914,-84.40425788828921,0
33.778155071301605,-84.3924332318726,3
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.775184,-84.404619,-1
33.776856,-84.38959399999999,0
33.7768439093347,-84.388907415106,0
33.7713245801216,-84.39496489428221,0
33.7768439093347,-84.388907415106,0
33.7758824189085,-84.3942910786335,0
33.7713245801216,-84.39496489428221,0
33.786671999999996,-84.38852800000001,-1
33.781511039305,-84.3935698977523,1
33.7771779259744,-84.3872996256097,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.781511039305,-84.3935698977523,1
33.7724510778801,-84.4041169281932,-1
33.7805087346608,-84.3984455940847,2
33.7758064323167,-84.3930566570075,0
33.7781982016083,-84.40420164421229,0
33.7757242947332,-84.3928556950023,0
33.780553999999995,-84.39358299999999,1
33.7828825996783,-84.4021425587616,-1
33.7763985841177,-84.388799243222,0
33.778782026775104,-84.40611798022971,0
33.7758824189085,-84.3942910786335,0
33.7758824189085,-84.3942910786335,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.781501705109704,-84.395021141723,1
33.775432718998104,-84.4025480646915,-1
33.775432718998104,-84.4025480646915,-1
33.7786796861773,-84.40461571598209,0
33.7768439093347,-84.388907415106,0
33.7794998804019,-84.40233694088559,0
33.7758824189085,-84.3942910786335,0
33.7712915716627,-84.3913324013709,0
33.781506310351894,-84.39689171054991,-1
33.7774923925343,-84.40422429088291,0
33.7768439093347,-84.388907415106,0
33.7754010382595,-84.3846020211329,-1
33.776358,-84.40248000000001,0
33.7758824189085,-84.3942910786335,0
33.7794998804019,-84.40233694088559,0
33.776923549637,-84.3933272743318,-1
33.7794998804019,-84.40233694088559,0
33.7768337847309,-84.3883460813752,0
33.7768439093347,-84.388907415106,0
33.7758824189085,-84.3942910786335,0
33.782899,-84.39771800000001,-1
33.7768439093347,-84.388907415106,0
33.782899,-84.39771800000001,-1
33.7794998804019,-84.40233694088559,0
33.7766396726015,-84.3978147850425,0
33.7794998804019,-84.40233694088559,0
33.776593185714304,-84.3873057983307,0
33.778155071301605,-84.3924332318726,3
33.777496,-84.39051500000001,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.775519454272,-84.3941674602909,0
33.7758824189085,-84.3942910786335,0
33.775519454272,-84.3941674602909,0
33.7763985841177,-84.388799243222,0
33.7772839501663,-84.4024094864729,0
33.7794998804019,-84.40233694088559,0
33.7753300886074,-84.3923074493153,0
33.7758824189085,-84.3942910786335,0
33.780251,-84.406858,-1
33.7771779259744,-84.3872996256097,0
33.776352551726696,-84.39779725891441,0
33.781532,-84.390991,-1
33.7758824189085,-84.3942910786335,0
33.7772839501663,-84.4024094864729,0
33.7729199403545,-84.40263690465659,-1
33.777496,-84.39051500000001,0
33.7773969891614,-84.4023830181132,0
33.7784139312402,-84.3872865642708,-1
33.775508729898895,-84.3845918372409,-1
33.7749233825006,-84.39310421257309,0
33.7713245801216,-84.39496489428221,0
33.778262,-84.398484,-1
33.7758824189085,-84.3942910786335,0
33.7753300886074,-84.3923074493153,0
33.777638813028695,-84.3957495982593,0
33.778155071301605,-84.3924332318726,3
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.777496,-84.39051500000001,0
33.7768439093347,-84.388907415106,0
33.7862048000704,-84.40165165640309,-1
33.7758824189085,-84.3942910786335,0
33.7786953113886,-84.4061185925483,0
33.7805091718902,-84.398642713145,2
33.7712915716627,-84.3913324013709,0
33.775949916051395,-84.3978021693959,0
33.777638813028695,-84.3957495982593,0
33.7712915716627,-84.3913324013709,0
33.7736948386205,-84.4010961965002,-1
33.7772624904425,-84.40386736915849,0
33.7712915716627,-84.3913324013709,0
33.775949916051395,-84.3978021693959,0
33.776352551726696,-84.39779725891441,0
33.771319273838394,-84.3940654085411,0
33.778344,-84.395314,0
33.7772624904425,-84.40386736915849,0
33.7772624904425,-84.40386736915849,0
33.7758824189085,-84.3942910786335,0
33.7712915716627,-84.3913324013709,0
33.7793851430662,-84.3977675378428,2
33.7773819172964,-84.4023865472348,0
33.7830630462309,-84.3990074407126,-1
33.775708334636896,-84.3978051156662,0
33.774859,-84.406442,-1
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.7772624904425,-84.40386736915849,0
33.7793851430662,-84.3977675378428,2
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7796518601603,-84.4054918756696,0
33.7749233825006,-84.39310421257309,0
33.7712915716627,-84.3913324013709,0
33.7815296245481,-84.40316006458991,5
33.7772624904425,-84.40386736915849,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7755588705121,-84.388811205367,0
33.7768439093347,-84.388907415106,0
33.7815262103549,-84.402625523041,5
33.7794998804019,-84.40233694088559,0
33.7768439093347,-84.388907415106,0
33.7772624904425,-84.40386736915849,0
33.7801446468745,-84.39774135780729,2
33.7804338705302,-84.39991847350692,-1
33.777638813028695,-84.3957495982593,0
33.7768624904263,-84.3899378420188,0
33.776593185714304,-84.3873057983307,0
33.777638813028695,-84.3957495982593,0
33.7758824189085,-84.3942910786335,0
33.7796518601603,-84.4054918756696,0
33.7768439093347,-84.388907415106,0
33.7712915716627,-84.3913324013709,0
33.771319273838394,-84.3940654085411,0
33.7786953113886,-84.4061185925483,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.77839059972,-84.39997108624621,7
33.775878854405306,-84.3933010517156,0
33.7723600222673,-84.3957102215365,4
33.775010281068504,-84.3939988245384,0
33.7796518601603,-84.4054918756696,0
33.771285752508305,-84.3926192825973,0
33.777638813028695,-84.3957495982593,0
33.7768439093347,-84.388907415106,0
33.7768439093347,-84.388907415106,0
33.7712915716627,-84.3913324013709,0
33.7781493219335,-84.3921396187592,3
33.7758824189085,-84.3942910786335,0
33.7775220261315,-84.4023394368996,0
33.7794998804019,-84.40233694088559,0
33.7772624904425,-84.40386736915849,0
33.7712915716627,-84.3913324013709,0
33.7805680773047,-84.4033225242814,0
33.7796518601603,-84.4054918756696,0
33.7752812616859,-84.3888151548318,0
33.7712915716627,-84.3913324013709,0
33.7773819172964,-84.4023865472348,0
33.7794998804019,-84.40233694088559,0
33.7713172241968,-84.3937186503148,0
33.7758824189085,-84.3942910786335,0
33.7758064323167,-84.3930566570075,0
33.775878854405306,-84.3933010517156,0
33.781532671715,-84.4037030364324,5
33.7805091718902,-84.398642713145,-1
33.7794998804019,-84.40233694088559,0
33.7796518601603,-84.4054918756696,0
33.7768624904263,-84.3899378420188,0
33.7763985841177,-84.388799243222,0
33.7815303999301,-84.403298189004,5
33.776593185714304,-84.3873057983307,0
33.777638813028695,-84.3957495982593,0
33.7768439093347,-84.388907415106,0
33.7796518601603,-84.4054918756696,0
33.7794998804019,-84.40233694088559,0
33.7713172241968,-84.3937186503148,0
33.7726891680648,-84.3952014118882,4
33.7758824189085,-84.3942910786335,0
33.7768439093347,-84.388907415106,0
33.7815066603721,-84.39703392669459,-1
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.775519454272,-84.3941674602909,0
33.7794998804019,-84.40233694088559,0
33.7764253100066,-84.397800777334,0
33.7784139312402,-84.3872865642708,-1
33.7768624904263,-84.3899378420188,0
33.7815142648997,-84.4001402631403,-1
33.776593185714304,-84.3873057983307,0
33.7794998804019,-84.40233694088559,0
33.7772839501663,-84.4024094864729,0
33.776593185714304,-84.3873057983307,0
33.7712915716627,-84.3913324013709,0
33.7758311374718,-84.40697893936719,-1
33.7758824189085,-84.3942910786335,0
33.781501705109704,-84.395021141723,1
33.7772624904425,-84.40386736915849,0
33.7789337787049,-84.4061169086705,0
33.7712915716627,-84.3913324013709,0
33.775282403939,-84.4066711464963,-1
33.7864328577611,-84.3950686107845,-1
33.7784139312402,-84.3872865642708,-1
33.7796518601603,-84.4054918756696,0
33.7796518601603,-84.4054918756696,0
33.7772839501663,-84.4024094864729,0
33.7769124757792,-84.39271204007959,8
33.7789337787049,-84.4061169086705,0
33.7712915716627,-84.3913324013709,0
33.7713172241968,-84.3937186503148,0
33.7712915716627,-84.3913324013709,0
33.7781493219335,-84.3921396187592,3
33.777529274985106,-84.40233640372479,0
33.776593185714304,-84.3873057983307,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.781511039305,-84.3935698977523,1
33.771285752508305,-84.3926192825973,0
33.7771779259744,-84.3872996256097,0
33.7805680773047,-84.4033225242814,0
33.776593185714304,-84.3873057983307,0
33.777529274985106,-84.40233640372479,0
33.7755588705121,-84.388811205367,0
33.7758824189085,-84.3942910786335,0
33.776352551726696,-84.39779725891441,0
33.7763985841177,-84.388799243222,0
33.777529274985106,-84.40233640372479,0
33.7755588705121,-84.388811205367,0
33.7773969891614,-84.4023830181132,0
33.7773969891614,-84.4023830181132,0
33.7776488143002,-84.4022744699443,0
33.7768439093347,-84.388907415106,0
33.777638813028695,-84.3957495982593,0
33.7815296245481,-84.40316006458991,5
33.7815303999301,-84.403298189004,5
33.7825518605434,-84.4005876234243,-1
33.7776419672839,-84.4022786320118,0
33.7779900784279,-84.4042083221118,0
33.7713172241968,-84.3937186503148,0
33.7772624904425,-84.40386736915849,0
33.7815303999301,-84.403298189004,5
33.778274328783105,-84.39918088735891,7
33.7794998804019,-84.40233694088559,0
33.7768668233575,-84.3873029041985,0
33.776593185714304,-84.3873057983307,0
33.7815262103549,-84.402625523041,5
33.7794998804019,-84.40233694088559,0
33.7786759631914,-84.40425788828921,0
33.7713172241968,-84.3937186503148,0
33.7776625083349,-84.4022661458138,0
33.772674769064196,-84.3954147313613,4
33.7772839501663,-84.4024094864729,0
33.7786953113886,-84.4061185925483,0
33.775010281068504,-84.3939988245384,0
33.781501705109704,-84.395021141723,1
33.7712915716627,-84.3913324013709,0
33.7763985841177,-84.388799243222,0
33.7794998804019,-84.40233694088559,0
33.776352551726696,-84.39779725891441,0
33.7755588705121,-84.388811205367,0
33.7789337787049,-84.4061169086705,0
33.7713172241968,-84.3937186503148,0
33.7804338705302,-84.39991847350692,-1
33.7772839501663,-84.4024094864729,0
33.7753829388922,-84.39779882365751,0
33.7706761591748,-84.4032025592422,-1
33.777970053538105,-84.3936201120071,3
33.7725561328428,-84.4081962985352,-1
33.7712915716627,-84.3913324013709,0
33.7805680773047,-84.4033225242814,0
33.7781493219335,-84.3921396187592,3
33.7781493219335,-84.3921396187592,3
33.7793851430662,-84.3977675378428,-1
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.7768624904263,-84.3899378420188,0
33.7815181176895,-84.40110757263899,5
33.775432718998104,-84.4025480646915,6
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7764253100066,-84.397800777334,0
33.7754010382595,-84.3846020211329,-1
33.7793851430662,-84.3977675378428,-1
33.7794998804019,-84.40233694088559,0
33.7768439093347,-84.388907415106,0
33.7768439093347,-84.388907415106,0
33.776358391554105,-84.4024798705822,0
33.781501705109704,-84.395021141723,1
33.7804338705302,-84.39991847350692,-1
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.7783686850491,-84.40133937857591,0
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.771285752508305,-84.3926192825973,0
33.777529274985106,-84.40233640372479,0
33.775282403939,-84.4066711464963,-1
33.7712915716627,-84.3913324013709,0
33.7781493219335,-84.3921396187592,3
33.7825906898659,-84.3916406357827,-1
33.7784139312402,-84.3872865642708,-1
33.772690967913604,-84.39517474695009,4
33.786218185270904,-84.4049647816462,-1
33.7768511363377,-84.389308136635,0
33.781501705109704,-84.395021141723,1
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7773894532303,-84.4023847826742,0
33.775708334636896,-84.3978051156662,0
33.7864328577611,-84.3950686107845,-1
33.7768624904263,-84.3899378420188,0
33.772674769064196,-84.3954147313613,4
33.7755588705121,-84.388811205367,0
33.7805680773047,-84.4033225242814,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.781501705109704,-84.395021141723,1
33.7793851430662,-84.3977675378428,-1
33.7754010382595,-84.3846020211329,-1
33.7772839501663,-84.4024094864729,0
33.777638813028695,-84.3957495982593,0
33.7768439093347,-84.388907415106,0
33.7764253100066,-84.397800777334,0
33.7794998804019,-84.40233694088559,0
33.771285752508305,-84.3926192825973,0
33.7784139312402,-84.3872865642708,-1
33.779796139076296,-84.40261024356441,0
33.7713245801216,-84.39496489428221,0
33.7794998804019,-84.40233694088559,0
33.772674769064196,-84.3954147313613,4
33.7781982016083,-84.40420164421229,0
33.777638813028695,-84.3957495982593,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7736948386205,-84.4010961965002,-1
33.7786796861773,-84.40461571598209,0
33.776593185714304,-84.3873057983307,0
33.7758824189085,-84.3942910786335,0
33.779796139076296,-84.40261024356441,0
33.779796139076296,-84.40261024356441,0
33.7772624904425,-84.40386736915849,0
33.7712915716627,-84.3913324013709,0
33.771285752508305,-84.3926192825973,0
33.7781493219335,-84.3921396187592,3
33.7768624904263,-84.3899378420188,0
33.7794998804019,-84.40233694088559,0
33.781511039305,-84.3935698977523,1
33.7794998804019,-84.40233694088559,0
33.776593185714304,-84.3873057983307,0
33.7789337787049,-84.4061169086705,0
33.777638813028695,-84.3957495982593,0
33.7712915716627,-84.3913324013709,0
33.7758824189085,-84.3942910786335,0
33.7796545110447,-84.40422607259809,0
33.7732779425268,-84.4036867358186,-1
33.778274328783105,-84.39918088735891,7
33.777529274985106,-84.40233640372479,0
33.7758064323167,-84.3930566570075,0
33.775708334636896,-84.3978051156662,0
33.778274328783105,-84.39918088735891,7
33.7794998804019,-84.40233694088559,0
33.781501705109704,-84.395021141723,1
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7758824189085,-84.3942910786335,0
33.7755588705121,-84.388811205367,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.776923549637,-84.3933272743318,8
33.7794998804019,-84.40233694088559,0
33.771285752508305,-84.3926192825973,0
33.775708334636896,-84.3978051156662,0
33.7796518601603,-84.4054918756696,0
33.7786759631914,-84.40425788828921,0
33.7773819172964,-84.4023865472348,0
33.7768624904263,-84.3899378420188,0
33.7789337787049,-84.4061169086705,0
33.7746857966027,-84.4025512174134,6
33.7825518605434,-84.4005876234243,-1
33.7758824189085,-84.3942910786335,0
33.775432718998104,-84.4025480646915,6
33.7772624904425,-84.40386736915849,0
33.7794998804019,-84.40233694088559,0
33.778782026775104,-84.40611798022971,0
33.7825518605434,-84.4005876234243,-1
33.7758824189085,-84.3942910786335,0
33.7781982016083,-84.40420164421229,0
33.7729199403545,-84.40263690465659,-1
33.775432718998104,-84.4025480646915,6
33.7794998804019,-84.40233694088559,0
33.7769060146107,-84.3923531534976,8
33.7762422495441,-84.3902715832497,0
33.7778077835754,-84.3872929744223,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7726891680648,-84.3952014118882,4
33.7796518601603,-84.4054918756696,0
33.771285752508305,-84.3926192825973,0
33.781511039305,-84.3935698977523,1
33.771285752508305,-84.3926192825973,0
33.7786953113886,-84.4061185925483,0
33.7769060146107,-84.3923531534976,8
33.7712915716627,-84.3913324013709,0
33.7772624904425,-84.40386736915849,0
33.7712915716627,-84.3913324013709,0
33.7769124757792,-84.39271204007959,8
33.782857377230805,-84.4010285611655,-1
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7758824189085,-84.3942910786335,0
33.7776884506183,-84.4042180001771,0
33.7713172241968,-84.3937186503148,0
33.7758824189085,-84.3942910786335,0
33.7755588705121,-84.388811205367,0
33.779796139076296,-84.40261024356441,0
33.7789337787049,-84.4061169086705,0
33.7713172241968,-84.3937186503148,0
33.776923549637,-84.3933272743318,8
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.775432718998104,-84.4025480646915,6
33.7768439093347,-84.388907415106,0
33.775949916051395,-84.3978021693959,0
33.7768624904263,-84.3899378420188,0
33.776915798257,-84.3928966103402,8
33.777638813028695,-84.3957495982593,0
33.777638813028695,-84.3957495982593,0
33.7773894532303,-84.4023847826742,0
33.7758824189085,-84.3942910786335,0
33.7862229550425,-84.4061436090023,-1
33.775265378938606,-84.3940809280782,0
33.775265378938606,-84.3940809280782,0
33.7752812616859,-84.3888151548318,0
33.7794998804019,-84.40233694088559,0
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7794998804019,-84.40233694088559,0
33.7786759631914,-84.40425788828921,0
33.7815066603721,-84.39703392669459,9
33.7794998804019,-84.40233694088559,0
33.7712915716627,-84.3913324013709,0
33.7758824189085,-84.3942910786335,0
33.7794998804019,-84.40233694088559,0
33.776593185714304,-84.3873057983307,0
33.77839059972,-84.39997108624621,7
33.7796518601603,-84.4054918756696,0
33.7794998804019,-84.40233694088559,0
33.7796518601603,-84.4054918756696,0
33.7796518601603,-84.4054918756696,0
33.7805680773047,-84.4033225242814,0
33.775432718998104,-84.4025480646915,6
33.7805680773047,-84.4033225242814,0
33.7758824189085,-84.3942910786335,0
33.7794998804019,-84.40233694088559,0
33.7773819172964,-84.4023865472348,0
33.7772839501663,-84.4024094864729,0
